Player,PTS,STL,BLK,AST,TRB,gID
Magic Johnson,15,7,0,10,10,197910280LAL
Magic Johnson,24,3,0,12,16,197911110LAL
Larry Bird,23,3,2,10,19,197911140BOS
George McGinnis,20,3,0,10,11,197911160DEN
Magic Johnson,20,6,0,11,11,197911160DEN
Reggie Theus,28,1,0,10,17,197911170CHI
Julius Erving,26,NA,5,10,10,197911200SAS
Kareem Abdul-Jabbar,25,0,11,3,15,197911250LAL
George McGinnis,12,4,1,12,16,197911270WSB
Foots Walker,15,5,0,11,10,197912020CLE
Sam Lacey,18,3,1,11,21,197912260KCK
Wes Unseld,12,NA,0,11,12,197912270WSB
Micheal Ray Richardson,18,4,0,15,12,197912290NYK
Micheal Ray Richardson,18,7,1,14,11,198001110MIL
Kareem Abdul-Jabbar,28,1,10,2,15,198001180LAL
Micheal Ray Richardson,22,3,0,18,10,198001230PHO
Mickey Johnson,37,1,1,10,11,198001260CLE
Magic Johnson,19,3,0,11,10,198002050NYK
Magic Johnson,19,0,0,13,13,198002080NJN
Micheal Ray Richardson,16,5,0,14,13,198002230NYK
Marques Johnson,25,1,2,11,11,198002270PHO
Magic Johnson,21,3,2,13,13,198003160LAL
Magic Johnson,16,3,0,10,12,198003300GSW
Magic Johnson,13,2,0,16,12,198004080LAL
Magic Johnson,25,6,0,11,13,198004090LAL
Magic Johnson,14,3,0,10,15,198005140LAL
Micheal Ray Richardson,20,7,0,13,10,198010140NYK
Magic Johnson,24,6,1,11,13,198010260LAL
Magic Johnson,20,4,1,12,10,198011040LAL
Marques Johnson,20,1,1,10,13,198011160MIL
Mickey Johnson,18,2,1,11,10,198012170NJN
Larry Bird,27,5,2,10,10,198012300PHO
Micheal Ray Richardson,18,5,0,11,16,198101160DAL
Purvis Short,19,0,0,12,10,198102220GSW
Larry Bird,28,1,0,10,10,198103060IND
Magic Johnson,21,4,1,10,16,198103100LAL
Micheal Ray Richardson,27,2,0,19,15,198103210NYK
Micheal Ray Richardson,26,6,2,11,12,198103240NYK
Magic Johnson,41,1,0,11,12,198103280UTA
Magic Johnson,33,6,1,17,15,198103290LAL
Larry Bird,24,NA,2,10,17,198104100CHI
Sam Lacey,12,0,2,10,11,198104120KCK
Magic Johnson,27,3,1,12,14,198110300LAL
Magic Johnson,10,0,0,10,12,198111030POR
Magic Johnson,20,3,1,16,10,198111200LAL
Magic Johnson,12,3,1,11,11,198111290LAL
Gus Williams,29,3,1,10,10,198112080HOU
Magic Johnson,23,4,0,10,12,198112110LAL
Edgar Jones,25,2,10,1,13,198112170DET
Micheal Ray Richardson,26,NA,0,11,11,198201120UTA
Larry Bird,28,3,3,15,19,198201130BOS
Magic Johnson,22,2,1,14,16,198201190DEN
Micheal Ray Richardson,14,NA,2,12,11,198201210NYK
Kareem Abdul-Jabbar,19,NA,10,0,10,198201220LAL
Adrian Dantley,39,NA,0,11,10,198201260UTA
Magic Johnson,17,1,0,10,14,198202020GSW
Rich Kelley,16,0,1,11,12,198202040SAS
Micheal Ray Richardson,14,4,0,15,14,198202070POR
Larry Bird,22,3,0,14,12,198202210SEA
Micheal Ray Richardson,15,7,0,12,12,198202230NYK
Magic Johnson,18,NA,0,10,10,198202260LAL
Rich Kelley,16,4,1,10,11,198203030PHO
Alex English,22,0,3,15,11,198203050DEN
Alex English,32,1,3,10,13,198203160DEN
Johnny Moore,11,6,0,13,10,198203240DEN
Alex English,33,1,1,12,13,198203300DEN
Magic Johnson,23,3,0,10,11,198204060HOU
Magic Johnson,20,NA,1,10,11,198204140LAL
Magic Johnson,15,2,0,12,15,198204180PHO
Magic Johnson,23,1,0,10,10,198204270LAL
Magic Johnson,19,5,0,12,12,198204280LAL
Magic Johnson,15,3,0,12,11,198205020PHO
Larry Bird,24,4,1,10,15,198205090BOS
Larry Bird,15,1,1,11,13,198205150PHI
Magic Johnson,13,4,2,13,13,198206080LAL
Magic Johnson,22,1,1,10,10,198210290LAL
Magic Johnson,17,0,1,13,15,198211030DEN
Magic Johnson,14,0,0,10,10,198211070LAL
Magic Johnson,10,2,0,12,10,198211210LAL
Tree Rollins,10,NA,11,2,15,198211270ATL
Magic Johnson,19,NA,0,13,12,198212100UTA
Alex English,33,5,1,10,10,198212150MIL
Tree Rollins,14,3,10,0,15,198212210CHI
Danny Schayes,13,0,0,11,12,198212220LAL
Ray Williams,25,2,1,10,10,198212260KCK
Larry Bird,14,NA,0,11,15,198301010UTA
Magic Johnson,23,2,0,20,12,198301050PHI
Larry Bird,25,1,1,10,12,198301070SAS
Marques Johnson,22,2,0,10,10,198301120PHI
Mark Aguirre,30,1,0,16,11,198301140DAL
Mark Eaton,12,NA,12,6,14,198302050DEN
Isiah Thomas,46,4,0,11,10,198302080SAS
Magic Johnson,26,3,0,11,10,198302080SEA
Magic Johnson,20,2,1,10,13,198302230LAL
Mickey Johnson,21,0,1,10,11,198303100HOU
Michael Brooks,10,2,1,10,11,198303110SDC
Magic Johnson,18,3,1,14,12,198303120LAL
Magic Johnson,23,4,0,11,15,198303220LAL
Magic Johnson,22,5,0,11,12,198303250LAL
Alvan Adams,30,1,2,10,12,198303290PHO
Magic Johnson,22,0,1,12,16,198303310DEN
Mychal Thompson,24,0,1,11,12,198304050POR
Magic Johnson,11,3,1,13,16,198304050POR
Dan Roundfield,11,1,3,11,10,198304080ATL
Ray Williams,14,NA,0,10,11,198304080KCK
Magic Johnson,36,3,3,14,13,198304080LAL
Magic Johnson,13,2,2,13,11,198305130SAS
Magic Johnson,16,2,1,19,11,198305180LAL
Lewis Lloyd,28,3,0,10,11,198310290HOU
Magic Johnson,12,4,1,13,11,198311020SDC
Tree Rollins,15,3,10,2,11,198311040ATL
Magic Johnson,29,1,0,14,12,198311080DEN
Magic Johnson,30,3,0,16,13,198311130LAL
Larry Bird,28,1,1,10,11,198311150DEN
Larry Bird,16,1,0,11,11,198311220NYK
Larry Bird,23,4,0,13,14,198311300BOS
Marques Johnson,21,2,1,11,10,198311300MIL
Larry Bird,22,0,2,13,11,198312040BOS
Ralph Sampson,28,0,13,5,18,198312090CHI
Sidney Moncrief,16,1,0,10,10,198312230CLE
Ray Williams,12,2,1,10,10,198401060DET
Magic Johnson,19,5,2,12,10,198401060LAL
Mychal Thompson,24,0,4,11,16,198401060POR
Magic Johnson,12,2,0,12,12,198401210SAS
Magic Johnson,10,1,2,17,10,198402010DEN
John Lucas,18,3,0,16,10,198402050SAS
Larry Bird,17,3,0,12,14,198402100BOS
Sidney Moncrief,27,0,1,10,10,198402100MIL
Jeff Ruland,18,2,0,10,14,198402100WSB
Magic Johnson,13,2,1,13,10,198402100WSB
Magic Johnson,23,1,0,15,10,198402120LAL
Jack Sikma,21,0,1,10,16,198402140GSW
Magic Johnson,33,2,2,16,13,198402170LAL
Larry Bird,30,3,1,13,13,198402170SEA
Magic Johnson,22,0,0,11,13,198402220SEA
Alex English,22,1,0,10,10,198403210DEN
Magic Johnson,24,2,1,19,12,198403210KCK
Magic Johnson,14,4,1,10,11,198403290LAL
Jeff Ruland,18,2,2,12,13,198404030WSB
Larry Bird,30,1,1,10,10,198404080BOS
Elvin Hayes,16,0,1,11,17,198404130HOU
Jeff Ruland,17,0,0,10,13,198404170BOS
Rickey Green,15,2,0,12,10,198404220DEN
Magic Johnson,17,2,1,13,10,198404220KCK
Magic Johnson,14,2,1,16,11,198405060DAL
Larry Bird,39,3,0,10,12,198405130BOS
Magic Johnson,16,1,1,13,11,198405250PHO
Magic Johnson,14,1,1,21,11,198406030LAL
Magic Johnson,20,2,0,17,11,198406060LAL
Magic Johnson,16,3,0,10,12,198410300LAL
Magic Johnson,10,3,0,14,10,198411010SEA
Mark Eaton,12,1,10,0,11,198411070UTA
Jeff Ruland,22,0,0,10,12,198411160WSB
Magic Johnson,20,1,0,14,10,198411280UTA
Magic Johnson,28,3,1,14,10,198412040CLE
Johnny Moore,17,4,0,14,10,198412090LAC
Johnny Moore,13,4,2,16,10,198412120SAS
Jack Sikma,17,0,6,10,14,198412160DEN
Magic Johnson,25,0,0,20,14,198412180ATL
Magic Johnson,25,1,0,12,10,198412210LAL
Larry Bird,34,3,0,10,11,198412260PHO
Larry Bird,13,0,3,13,13,198412270LAC
Magic Johnson,21,1,0,14,11,198412280DEN
Magic Johnson,15,1,1,16,10,198412290LAL
Larry Bird,18,1,0,10,15,198412290SAS
Paul Pressey,17,1,1,11,12,198501030MIL
Johnny Moore,14,4,0,14,10,198501030SAS
Micheal Ray Richardson,26,4,0,12,11,198501040NJN
Isiah Thomas,27,4,0,13,11,198501050WSB
Larry Bird,26,3,2,10,10,198501070NYK
Johnny Moore,26,9,1,13,11,198501080SAS
Michael Jordan,35,3,1,15,14,198501140CHI
Mark Eaton,12,0,14,3,20,198501180UTA
Mark Eaton,12,0,10,1,20,198502010DAL
Sidney Moncrief,21,1,2,11,11,198502010SEA
Sidney Moncrief,26,1,1,10,10,198502040MIL
Artis Gilmore,25,2,10,1,13,198502040SAS
Mark Eaton,17,1,10,2,10,198502050POR
John Bagley,10,2,0,16,11,198502060BOS
Johnny Moore,12,4,0,11,10,198502070SAS
Isiah Thomas,25,2,1,24,10,198502070WSB
Larry Bird,30,9,2,10,12,198502180UTA
Larry Nance,19,5,1,11,10,198502200PHO
Magic Johnson,15,0,1,17,10,198502210KCK
Magic Johnson,15,1,1,18,11,198502260LAL
Michael Jordan,21,3,0,10,10,198503010CHI
Clyde Drexler,19,0,0,10,10,198503010POR
Larry Bird,30,1,0,10,15,198503030BOS
Clyde Drexler,13,4,1,10,11,198503050ATL
Larry Bird,20,2,3,10,19,198503050NYK
Bernard King,42,4,0,13,10,198503090NYK
Michael Jordan,32,1,1,16,11,198503170CHI
Larry Bird,13,0,0,10,11,198503200BOS
Magic Johnson,25,1,0,19,10,198503240LAL
Andrew Toney,28,1,1,12,11,198503240PHI
Micheal Ray Richardson,14,4,1,11,11,198503270NJN
Alvan Adams,31,1,1,11,13,198504040PHO
Eddie Johnson,18,0,0,10,14,198504140KCK
Alvan Adams,21,3,0,13,14,198504140PHO
Clyde Drexler,20,2,1,10,10,198504230POR
Johnny Moore,17,4,2,16,10,198504260SAS
Fat Lever,19,2,0,18,16,198504300DEN
Clyde Drexler,18,4,3,14,11,198505030POR
Magic Johnson,20,2,0,12,11,198506050LAL
Magic Johnson,14,1,0,14,10,198506090BOS
Larry Bird,21,8,1,10,12,198510250NJN
Micheal Ray Richardson,38,9,0,11,11,198510300NJN
Magic Johnson,19,2,1,12,10,198511080LAL
Steve Stipanovich,20,2,0,10,14,198511160IND
Alvin Robertson,14,3,2,10,12,198511220SAS
Mark Aguirre,25,2,0,12,13,198511230DAL
Larry Bird,18,2,0,10,10,198511230NYK
Fat Lever,14,2,0,14,12,198511270GSW
Magic Johnson,14,4,0,17,16,198511290LAL
Jeff Ruland,29,1,2,11,11,198511300WSB
Jeff Ruland,28,1,2,10,16,198512040PHI
Sidney Moncrief,17,2,0,11,10,198512180MIL
Alvan Adams,24,1,1,10,12,198512210PHO
John Bagley,18,2,0,13,11,198512280CLE
Alvin Robertson,14,5,1,10,10,198512280SAS
Clyde Drexler,23,3,0,11,15,198512300POR
Cliff Robinson,28,2,1,10,13,198601020NYK
Clyde Drexler,18,3,0,10,10,198601030POR
Hakeem Olajuwon,26,2,11,7,12,198601070HOU
Lewis Lloyd,28,2,1,10,10,198601140HOU
Gene Banks,18,2,1,10,10,198602010CHI
Mike Mitchell,26,0,0,10,10,198602040SAS
Larry Bird,31,1,1,11,15,198602130SEA
Larry Bird,47,1,2,11,14,198602140POR
Alvin Robertson,20,10,0,10,11,198602180SAS
Larry Bird,36,0,1,11,12,198602190GSW
Larry Bird,30,4,0,12,11,198602230BOS
Larry Bird,24,1,0,13,18,198602250NYK
Larry Bird,20,1,0,12,13,198602280BOS
Clyde Drexler,24,5,1,13,12,198603010POR
Reggie Theus,32,2,0,15,14,198603120DAL
Magic Johnson,19,2,0,12,12,198603160LAL
Paul Pressey,11,3,2,10,10,198603250MIL
Larry Bird,29,2,1,13,11,198604020BOS
Charles Barkley,27,0,2,10,22,198604040PHI
Larry Bird,18,1,0,10,10,198604060PHI
Magic Johnson,14,2,0,17,10,198604230SAS
Isiah Thomas,30,1,0,12,10,198604250DET
Charles Barkley,19,2,1,12,15,198604270PHI
Magic Johnson,29,2,0,14,15,198605040DAL
Ralph Sampson,33,2,5,10,17,198605060HOU
Paul Pressey,23,0,0,16,10,198605070MIL
Maurice Cheeks,16,2,0,13,10,198605090PHI
Larry Bird,19,1,0,13,16,198605170MIL
Magic Johnson,20,1,0,11,12,198605180HOU
Larry Bird,25,4,0,11,15,198606010HOU
Larry Bird,29,3,0,12,11,198606080BOS
Mark Eaton,15,3,12,2,20,198611010UTA
Charles Barkley,34,2,4,14,10,198611040IND
Fat Lever,13,0,0,14,12,198611060DEN
Paul Pressey,17,0,0,12,10,198611110MIL
Clyde Drexler,24,3,2,11,12,198611140POR
Vern Fleming,15,0,0,10,12,198611150IND
Alvin Robertson,34,7,2,10,10,198611190SAS
Rodney McCray,13,0,0,14,10,198611200HOU
Isiah Thomas,12,1,0,15,11,198611280DET
Fat Lever,20,1,0,12,10,198612030BOS
Fat Lever,12,1,1,10,10,198612090CHI
Paul Pressey,27,5,0,11,10,198612100MIL
Magic Johnson,25,1,1,14,11,198612160CLE
Fat Lever,17,6,0,14,11,198612160SAC
Brad Daugherty,19,0,3,11,10,198612190CLE
Charles Barkley,15,3,0,11,14,198612190PHI
Chuck Person,34,1,0,10,12,198612200NYK
Fat Lever,23,1,1,12,11,198701020DEN
Magic Johnson,26,1,0,11,10,198701040LAL
Fat Lever,17,4,0,10,10,198701100DEN
Terry Cummings,39,6,0,10,15,198701160MIL
Magic Johnson,29,1,0,11,10,198701220IND
Fat Lever,25,2,2,12,15,198701240DEN
Fat Lever,36,2,0,10,12,198701260POR
Fat Lever,24,3,2,10,14,198701290DEN
Detlef Schrempf,15,0,0,10,10,198701300DAL
Isiah Thomas,14,1,1,13,11,198702010DET
Orlando Woolridge,24,2,3,10,11,198702010GSW
Larry Bird,26,3,0,14,15,198702030ATL
Fat Lever,26,6,1,11,14,198702030HOU
Terry Porter,18,4,0,13,10,198702050POR
Charles Oakley,20,2,2,11,12,198702100CHI
Larry Bird,16,1,2,11,12,198702180DAL
Fat Lever,10,7,1,14,10,198702180DEN
Fat Lever,18,3,1,13,12,198702240DEN
Charles Barkley,18,3,1,10,17,198702260SAS
Manute Bol,10,0,15,1,19,198702260WSB
Magic Johnson,21,1,0,15,10,198702270LAL
Fat Lever,15,4,1,10,16,198703020DEN
Fat Lever,20,3,0,15,10,198703050DEN
Terry Porter,14,5,0,10,11,198703050SEA
Hakeem Olajuwon,38,7,12,6,17,198703100HOU
Clyde Drexler,30,2,0,10,10,198703120LAL
Charles Barkley,30,2,1,10,14,198703140DET
Magic Johnson,27,2,0,19,11,198703180LAL
Fat Lever,27,1,0,11,13,198703210WSB
Magic Johnson,33,3,1,19,12,198703220LAL
Dave Greenwood,14,2,1,10,15,198703240SAS
Charles Barkley,28,1,2,10,15,198703270PHI
Larry Bird,17,1,0,12,13,198703290BOS
Robert Parish,14,1,2,10,10,198703290BOS
Charles Oakley,15,1,0,10,14,198703290CHI
Magic Johnson,21,2,0,13,10,198703310LAL
Larry Bird,30,1,3,15,17,198704010BOS
Magic Johnson,34,2,0,13,10,198704020SEA
Magic Johnson,35,1,0,11,10,198704030POR
Magic Johnson,23,1,0,10,11,198704050DEN
Larry Bird,39,1,0,12,10,198704050PHI
Fat Lever,28,3,0,10,11,198704070GSW
Rodney McCray,20,1,3,10,13,198704090HOU
Magic Johnson,18,3,0,13,12,198704100LAL
Clyde Drexler,29,3,0,10,12,198704170POR
Magic Johnson,25,2,0,14,12,198705050LAL
Magic Johnson,20,2,0,14,10,198705090GSW
Rodney McCray,24,1,0,11,10,198705120HOU
Larry Bird,18,2,1,11,16,198705190BOS
Magic Johnson,20,2,1,10,10,198705190LAL
Fat Lever,11,5,0,10,10,198711060DEN
Magic Johnson,23,1,0,12,10,198711080LAL
Fat Lever,15,2,0,11,12,198711210LAC
Fat Lever,21,8,0,14,13,198711240DEN
Paul Pressey,18,2,0,10,13,198711250MIL
Fat Lever,16,5,1,10,10,198712010HOU
Magic Johnson,22,2,0,12,10,198712040MIL
Magic Johnson,13,2,1,14,13,198712080NJN
Fat Lever,18,2,0,13,11,198712090BOS
Sleepy Floyd,23,1,1,10,13,198712190HOU
Terry Porter,15,5,0,14,10,198712260CLE
Doc Rivers,29,4,0,12,14,198712290CHI
Paul Pressey,16,2,0,11,10,198712300MIL
Michael Jordan,25,6,3,10,10,198801020CHI
Larry Nance,17,0,10,5,11,198801040PHI
Maurice Cheeks,17,2,0,12,10,198801060PHI
Fat Lever,31,6,1,12,16,198801070CHI
Vern Fleming,18,1,0,12,12,198801130DAL
Magic Johnson,27,2,0,13,11,198801130LAC
Michael Jordan,36,4,4,10,10,198801160CHI
Mark Jackson,11,1,0,13,10,198801180NYK
Nate McMillan,16,4,0,15,11,198801180SEA
Doc Rivers,19,2,1,10,10,198801190ATL
Vern Fleming,15,3,0,12,11,198801200LAC
Magic Johnson,18,1,1,14,10,198801210DEN
John Bagley,19,3,0,10,10,198802010DAL
Brad Daugherty,20,0,1,11,10,198802030WSB
Magic Johnson,18,1,0,11,10,198802040LAC
Larry Bird,39,1,3,10,17,198802100SAS
Fat Lever,19,0,1,10,13,198802120POR
Terry Porter,13,2,0,13,10,198802140POR
Magic Johnson,29,1,0,19,11,198802190ATL
Fat Lever,15,1,1,16,10,198802240UTA
Winston Garland,20,1,0,11,10,198802260GSW
Doc Rivers,21,1,0,14,10,198802270ATL
Fat Lever,20,6,0,12,20,198803020DEN
Magic Johnson,14,1,0,16,10,198803060DAL
Magic Johnson,24,3,0,17,11,198803070PHI
Vern Fleming,18,2,0,13,10,198803080IND
Kevin Johnson,14,2,0,11,10,198803160GSW
Alvin Robertson,15,8,1,12,10,198803250SAS
Fat Lever,21,2,0,15,10,198803310DEN
Cedric Maxwell,23,2,1,10,15,198803310IND
Alvin Robertson,18,0,0,10,13,198804080SAS
Magic Johnson,23,4,1,13,11,198804120LAL
Larry Bird,26,2,1,10,10,198804130BOS
Magic Johnson,14,0,0,10,11,198804130DEN
Kevin Johnson,11,4,0,11,13,198804130PHO
Mark Jackson,25,3,0,10,10,198804150NYK
Kevin Johnson,31,3,2,14,10,198804160PHO
Fat Lever,25,0,0,13,19,198804170DEN
Magic Johnson,19,1,0,12,10,198804170HOU
Hakeem Olajuwon,38,5,10,4,10,198804210HOU
Dennis Johnson,19,1,0,12,10,198805060NYK
Fat Lever,11,2,0,12,11,198805140DAL
James Worthy,36,2,0,10,16,198806210LAL
Magic Johnson,25,6,0,13,12,198811220NYK
Magic Johnson,32,2,0,20,11,198811280PHI
Fat Lever,17,4,0,12,13,198811290DEN
Rodney McCray,20,2,0,10,12,198812010SAC
Magic Johnson,17,3,0,15,12,198812020LAL
Fat Lever,15,1,0,17,10,198812060NYK
Magic Johnson,19,0,1,18,12,198812070LAL
Magic Johnson,32,0,0,13,11,198812100IND
Magic Johnson,31,1,1,13,12,198812130CLE
Vern Fleming,10,2,2,12,13,198812130IND
Terry Porter,17,2,1,15,13,198812160PHO
Fat Lever,12,1,0,10,18,198812170DEN
Winston Garland,22,4,0,11,10,198812200GSW
Terry Porter,12,1,0,13,10,198812270SAC
Magic Johnson,26,2,0,18,10,198812280LAL
Michael Jordan,41,6,0,11,10,198901030CHI
Scottie Pippen,15,2,0,12,10,198901030CHI
Clyde Drexler,33,0,0,10,11,198901040LAL
John Williams,11,5,0,13,10,198901060WSB
Chris Mullin,39,2,0,11,11,198901090GSW
Rodney McCray,18,4,1,10,10,198901110LAC
Michael Jordan,38,3,0,11,12,198901130CHI
Magic Johnson,17,0,0,18,13,198901160LAL
Mark Jackson,24,1,0,12,10,198901160NYK
Chuck Person,17,1,0,10,10,198901190IND
Kevin Johnson,18,4,0,15,10,198901210CHI
Magic Johnson,26,5,1,11,11,198901240LAL
Magic Johnson,12,2,0,10,10,198901270LAL
Michael Jordan,21,2,1,10,12,198901310CHI
Ron Harper,25,1,1,10,10,198901310CLE
Magic Johnson,17,1,0,10,11,198901310HOU
Darrell Walker,15,5,2,11,11,198901310WSB
Fat Lever,23,2,0,11,13,198902020DEN
Lester Conner,13,4,0,13,11,198902020GSW
Jerome Kersey,14,1,1,10,10,198902040POR
Lester Conner,13,3,0,11,10,198902070NJN
Nate McMillan,10,3,2,12,14,198902140SEA
Nate McMillan,16,4,0,16,13,198902170SEA
Kevin Johnson,24,1,0,12,10,198902180SAC
Clyde Drexler,18,4,1,12,11,198902240CLE
Fat Lever,16,2,1,16,12,198902260DEN
Clyde Drexler,26,2,0,10,11,198902260MIA
Charles Barkley,30,2,1,11,15,198903010SAC
Fat Lever,17,0,1,10,11,198903020DEN
Lester Conner,13,6,0,11,13,198903020NJN
Michael Jordan,21,3,2,14,14,198903130CHI
Magic Johnson,19,1,1,11,12,198903130LAL
Otis Thorpe,10,0,0,11,11,198903160HOU
Magic Johnson,31,2,2,13,12,198903170LAL
Alvin Robertson,27,7,1,10,11,198903180SAS
Magic Johnson,25,0,0,14,10,198903230SAC
Ken Norman,20,2,2,12,14,198903250LAC
Michael Jordan,21,3,0,12,12,198903250SEA
Magic Johnson,34,1,0,18,10,198903260LAL
Fat Lever,24,2,0,12,11,198903270LAC
Michael Jordan,33,4,0,11,12,198903280CHI
Mark Jackson,27,3,0,12,10,198903280NYK
Michael Jordan,32,2,1,10,10,198903290MIL
Michael Jordan,37,3,1,10,10,198903310CHI
Benoit Benjamin,25,1,10,3,10,198903310LAC
Magic Johnson,20,2,0,15,17,198904010DEN
Michael Jordan,27,2,2,12,14,198904020CHI
Michael Jordan,33,6,1,12,10,198904040CHI
Clyde Drexler,25,1,1,10,13,198904040POR
Michael Jordan,31,2,0,10,13,198904060DET
Alvin Robertson,19,4,0,10,10,198904080SAS
Michael Jordan,40,1,0,12,10,198904090ATL
Fat Lever,26,3,0,11,11,198904090POR
Darrell Walker,20,6,0,10,12,198904090WSB
Terry Porter,10,4,1,15,10,198904110POR
Michael Jordan,47,4,2,13,11,198904130IND
Michael Jordan,29,3,2,12,10,198904140NJN
Magic Johnson,24,3,1,17,17,198904180LAL
Rory Sparrow,24,1,0,10,10,198904180MIA
Doc Rivers,20,3,0,10,12,198904190MIL
Michael Jordan,34,2,1,11,14,198904210CHI
Fat Lever,15,5,0,23,13,198904210GSW
Charles Barkley,31,4,2,11,16,198904230PHI
Fat Lever,20,4,0,17,12,198904280PHO
Michael Jordan,34,2,0,12,10,198905090NYK
Isiah Thomas,17,0,1,13,10,198905150MIL
Fat Lever,20,5,0,12,14,198911080DEN
Magic Johnson,19,1,0,10,10,198911090GSW
Fat Lever,19,2,0,10,14,198911090HOU
Darrell Walker,11,2,0,12,14,198911100WSB
Hakeem Olajuwon,24,5,12,2,21,198911110HOU
Larry Bird,12,1,1,10,15,198911150BOS
Magic Johnson,25,1,1,14,10,198911190LAL
Jeff Hornacek,22,4,1,15,12,198911240PHO
Nate McMillan,12,0,0,14,11,198911280SAS
Larry Bird,11,1,0,11,13,198912050CHH
Danny Ainge,27,2,0,13,11,198912050SAC
Magic Johnson,18,1,1,12,11,198912070LAL
Larry Bird,24,2,1,12,12,198912080BOS
Larry Bird,40,1,2,10,11,198912130BOS
Hakeem Olajuwon,32,3,10,2,25,198912170HOU
Magic Johnson,18,4,0,10,12,198912190CHI
Kevin Johnson,31,1,1,13,10,198912260PHO
Larry Bird,37,2,0,10,11,198912270SAC
Darrell Walker,12,4,0,13,12,198912300WSB
Tim Hardaway,19,1,0,19,10,199001080GSW
Magic Johnson,31,1,0,11,11,199001120LAL
Mark Price,25,1,0,12,11,199001150CLE
Larry Bird,14,1,1,10,10,199001170ORL
Alvin Robertson,19,4,0,11,15,199001210MIL
Gary Grant,22,4,0,17,11,199001300LAC
Sam Vincent,21,0,0,17,11,199001300ORL
Alvin Robertson,16,2,1,10,14,199002010MIL
David Robinson,27,2,11,3,15,199002020CHH
Tim Hardaway,12,1,0,14,10,199002020GSW
Darrell Walker,15,2,0,10,15,199002050WSB
Magic Johnson,24,3,0,15,10,199002060POR
David Robinson,23,1,10,2,16,199002200SAS
Magic Johnson,17,0,0,17,11,199002210DEN
Michael Jordan,35,1,0,10,10,199002230CHI
David Robinson,24,3,12,2,12,199002230SAS
Fat Lever,18,3,0,12,12,199002250DEN
Hakeem Olajuwon,29,5,11,9,18,199003030HOU
Clyde Drexler,39,1,0,12,11,199003070BOS
Charles Barkley,15,2,1,11,12,199003070PHI
Darrell Walker,12,4,0,17,10,199003090BOS
Magic Johnson,33,3,0,16,13,199003090LAL
Larry Bird,29,1,0,11,18,199003180BOS
Charles Barkley,29,5,2,10,15,199003190NJN
Fat Lever,17,2,2,10,11,199003200DEN
Scott Skiles,23,1,0,17,12,199003200NYK
Larry Bird,25,1,2,16,10,199003210BOS
Kevin Johnson,13,0,0,18,10,199003230PHO
Darrell Walker,21,2,1,10,11,199003240WSB
Darrell Walker,10,0,2,13,16,199003280WSB
Hakeem Olajuwon,18,1,11,10,16,199003290HOU
Magic Johnson,25,0,0,14,10,199003300LAL
Darrell Walker,14,5,0,12,11,199004010NJN
Tim Hardaway,25,3,0,12,10,199004030ORL
Larry Bird,11,1,1,10,15,199004060CLE
Magic Johnson,21,0,0,13,10,199004130LAL
Darrell Walker,11,1,0,11,10,199004140WSB
Larry Bird,17,3,1,13,17,199004150BOS
Magic Johnson,25,0,0,11,11,199004150LAL
Kevin Johnson,20,2,0,17,11,199004180PHO
Fat Lever,20,2,0,11,22,199004200DEN
Darrell Walker,11,1,0,15,13,199004220WSB
Larry Bird,24,1,0,10,18,199004260BOS
Scottie Pippen,17,3,3,13,10,199004270CHI
Hakeem Olajuwon,11,2,10,1,11,199004290LAL
Magic Johnson,24,2,0,14,15,199011110LAL
Darrell Walker,12,2,0,10,12,199011130CHH
Alvin Robertson,15,4,0,11,10,199011130MIL
Clyde Drexler,39,0,0,12,11,199011130POR
Magic Johnson,24,3,1,16,10,199011150HOU
Magic Johnson,21,0,0,11,10,199011190DEN
Scottie Pippen,13,2,1,12,13,199011230LAC
Larry Bird,21,2,1,11,14,199011260BOS
Alvin Robertson,17,3,0,15,10,199011300MIL
Magic Johnson,25,1,1,15,12,199012010PHO
Magic Johnson,21,0,0,14,12,199012040LAL
Darrell Walker,22,5,0,10,10,199012140WSB
Hakeem Olajuwon,24,2,11,4,16,199012200HOU
Scottie Pippen,18,1,1,11,10,199012220CHI
Larry Bird,14,0,2,10,10,199012230BOS
Alvin Robertson,25,5,1,12,16,199012260MIL
David Robinson,27,0,11,2,13,199012280SAS
Magic Johnson,34,2,0,13,13,199012300LAL
Tyrone Corbin,10,2,1,10,13,199101020MIN
David Robinson,43,4,10,3,12,199101100SAS
Magic Johnson,27,0,0,14,10,199101110LAL
David Robinson,22,0,11,5,18,199101120SAS
Clyde Drexler,32,3,3,11,10,199101150MIN
Darrell Walker,10,0,0,13,15,199101210WSB
Darrell Walker,12,2,0,13,10,199101230WSB
Michael Adams,45,4,0,12,11,199101310DEN
Larry Bird,11,2,0,11,11,199102150LAL
Magic Johnson,18,0,0,17,10,199102190HOU
Magic Johnson,21,0,1,12,10,199102210DAL
Gary Payton,18,5,0,11,10,199102230SEA
Clyde Drexler,11,1,0,11,14,199102260SAS
Reggie Miller,22,2,0,10,10,199103050IND
Magic Johnson,21,2,0,14,11,199103120MIA
Clyde Drexler,20,1,0,10,13,199103200LAC
Magic Johnson,19,2,0,14,12,199103250SAC
Detlef Schrempf,16,0,0,12,11,199103260IND
Magic Johnson,23,0,0,12,10,199103290LAL
Magic Johnson,30,2,1,10,12,199104020SAS
